Annotation_Accession,host,isolation_source,Manual_Annotation
GCA_006228265.1_ASM622826v1,NA,beer,Food
GCA_001456115.1_ASM145611v1,NA,soil,Soil
GCA_005860925.2_ASM586092v2,Pisum sativum l. (pea),pea root nodules,Agriculture
GCA_009588945.1_ASM958894v1,Homo sapiens,blood,Humans
GCA_000022825.1_ASM2282v1,NA,NA,NA
GCA_000717535.1_ASM71753v1,NA,Soil,Soil
GCA_004358405.1_ASM435840v1,Homo sapiens,stool,Humans
GCA_002288285.1_ASM228828v1,NA,electronic waste-contaminated sediment,Human-impacted
GCA_001652465.1_ASM165246v1,NA,NA,NA
GCA_013167295.1_ASM1316729v1,cattle,cattle feces,Livestock
GCA_003006175.1_ASM300617v1,Homo sapiens,Trachaeal secretion,Humans
GCA_000022245.1_ASM2224v1,NA,NA,NA
GCA_002073975.1_ASM207397v1,NA,mud flat,Sediment
GCA_002740835.1_ASM274083v1,Homo sapiens,blood culture,Humans
GCA_004010755.1_ASM401075v1,NA,feces,Humans
GCA_003666485.1_ASM366648v1,NA,healthy adult male gut,Humans
GCA_001577305.1_ASM157730v1,NA,NA,NA
GCA_012931605.1_ASM1293160v1,Homo sapiens,blood,Humans
GCA_003571825.1_ASM357182v1,NA,NA,NA
GCA_000147795.3_ASM14779v3,NA,NA,NA
GCA_003429525.1_ASM342952v1,NA,Tsoundzou,NA
GCA_002148235.1_ASM214823v1,NA,10 weeks old 45+ Samso cheese,Food
GCA_000166655.2_ASM16665v1,NA,NA,NA
GCA_002117875.1_ASM211787v1,Olea europaea,NA,Agriculture
GCA_001401465.1_ASM140146v1,NA,NA,NA
GCA_001409155.1_98_11262,NA,Human Stool,Humans
GCA_003032015.1_ASM303201v1,NA,NA,NA
GCA_000007725.1_ASM772v1,Baizongia pistaciae,NA,Animals
GCA_006228305.1_ASM622830v1,NA,NA,NA
GCA_003233655.1_ASM323365v1,NA,Cow dung,Livestock
GCA_002157185.1_ASM215718v1,NA,soil,Soil
GCA_008728655.1_ASM872865v1,NA,rubber production plant territory,Human-impacted
GCA_001901185.1_ASM190118v1,mouse,feces,Animals
GCA_000756205.1_ASM75620v1,Homo sapiens,Clinical,Humans
GCA_005145065.1_ASM514506v1,Homo sapiens,first stool of the newborn,Humans
GCA_002073895.1_ASM207389v1,Pediculus schaeffi,NA,Animals
GCA_012563325.1_ASM1256332v1,Plateumaris braccata,Beetle Malpighian tubules,Animals
GCA_002224505.1_ASM222450v1,NA,salami,Food
GCA_013375775.1_ASM1337577v1,Homo sapiens,endotracheal tube (ETT) or tracheostomy tube,Humans
GCA_003352085.1_ASM335208v1,NA,North Sea (sediment),Sediment
GCA_000834755.1_ASM83475v1,Otospermophilus beecheyi (California ground squirrel),NA,Animals
GCA_008808035.1_ASM880803v1,NA,Poultry carcass,Livestock
GCA_001563265.1_ASM156326v1,NA,NA,NA
GCA_008364325.2_ASM836432v2,NA,Mixed salads,Food
GCA_000392485.2_ASM39248v2,NA,NA,NA
GCA_012974825.1_ASM1297482v1,Homo sapiens,sperm,Humans
GCA_001932855.1_ASM193285v1,Salmo salar,Liver,Animals
GCA_013282315.1_ASM1328231v1,NA,surface water,Freshwater
GCA_009648735.1_ASM964873v1,NA,NA,NA
GCA_006364355.1_ASM636435v1,NA,NA,NA
GCA_003718075.1_ASM371807v1,NA,NA,NA
GCA_009857055.1_ASM985705v1,Homo sapiens,sputum,Humans
GCA_012934455.1_ASM1293445v1,Homo sapiens,rectal swab from healthy college student,Humans
GCA_000487155.2_ASM48715v2,NA,NA,NA
GCA_000521545.1_ASM52154v1,Myzus persicae (green peach aphid),tobacco,Animals
GCA_009709195.1_ASM970919v1,Oncorhynchus kisutch,NA,Animals
GCA_000027085.1_ASM2708v1,NA,NA,NA
GCA_012051085.1_ASM1205108v1,Homo sapiens,Diarrheal patient,Humans
GCA_003515365.1_ASM351536v1,Solanum tuberosum,Potato bacterial wilt,Agriculture
GCA_002934695.1_ASM293469v1,NA,NA,NA
GCA_001617545.1_ASM161754v1,Homo sapiens,tracheal secretion,Humans
GCA_003704305.1_ASM370430v1,NA,soil core,Soil
GCA_008693785.1_ASM869378v1,Homo sapiens,clinical isolate,Humans
GCA_005222065.1_ASM522206v1,NA,cattle,Livestock
GCA_005082585.1_ASM508258v1,Sitobion avenae,air,Animals
GCA_003345315.1_ASM334531v1,NA,NA,NA
GCA_001880225.1_ASM188022v1,NA,Air conditioning system,Human-impacted
GCA_009650395.1_ASM965039v1,NA,almond drupe,Agriculture
GCA_004028295.1_ASM402829v1,NA,Tibet kefir,Food
GCA_003354865.1_ASM335486v1,Homo sapiens,blood,Humans
GCA_003717915.1_ASM371791v1,NA,NA,NA
GCA_001690135.1_ASM169013v1,NA,NA,NA
GCA_013307085.1_ASM1330708v1,Homo sapiens,sperm,Humans
GCA_001636015.1_ASM163601v1,Bos taurus,case of pinkeye,Livestock
GCA_003429065.3_ASM342906v3,Homo sapiens,blood,Humans
GCA_005944305.1_ASM594430v1,Homo sapiens,rectal swab,Humans
GCA_003432225.1_ASM343222v1,NA,NA,NA
GCA_001753165.1_ASM175316v1,NA,Acidic salty water,Terrestrial
GCA_007182835.1_ASM718283v1,NA,NA,NA
GCA_000015405.1_ASM1540v1,NA,NA,NA
GCA_003051865.1_ASM305186v1,NA,Woodchip bioreactor,Human-impacted
GCA_011032785.1_ASM1103278v1,Bos taurus,NA,Livestock
GCA_000452705.3_ASM45270v3,NA,snow,Freshwater
GCA_009495655.1_ASM949565v1,NA,soil,Soil
GCA_900660675.1_57141_A01-3,NA,Oropharynx,Humans
GCA_000829395.1_ASM82939v1,NA,NA,NA
GCA_003097575.1_ASM309757v1,Apodemus agrarius,NA,Animals
GCA_009025915.1_ASM902591v1,NA,soil,Soil
GCA_002950775.1_ASM295077v1,Canis familiaris,ear swab from dog,Livestock
GCA_003721175.2_ASM372117v2,NA,solar salt,Terrestrial
GCA_010669265.1_ASM1066926v1,Homo sapiens,blood,Humans
GCA_004354445.1_ASM435444v1,Homo sapiens,patient's blood plasma,Humans
GCA_001721005.1_ASM172100v1,Homo sapiens,human blood,Humans
GCA_003096095.1_ASM309609v1,NA,water,Freshwater
GCA_000264665.2_ASM26466v2,NA,industrial wastewater,Human-impacted
GCA_000257545.3_ASM25754v3,NA,NA,NA
GCA_002759215.1_ASM275921v1,Phaseolus vulgaris,NA,Agriculture
GCA_003096155.1_ASM309615v1,sheep,brain tissue,Livestock
GCA_003795105.1_ASM379510v1,NA,sugar thick juice,Food
GCA_000931425.2_ASM93142v2,NA,NA,NA
GCA_013167715.1_ASM1316771v1,NA,NA,NA
GCA_012516395.1_ASM1251639v1,NA,freshwater,Freshwater
GCA_001677475.1_ASM167747v1,NA,alfalfa sprouts,Food
GCA_000013325.1_ASM1332v1,NA,NA,NA
GCA_009627495.1_ASM962749v1,Homo sapiens,feces,Humans
GCA_000008125.1_ASM812v1,NA,NA,NA
GCA_012567545.1_ASM1256754v1,Donacia fulgens,Beetle Malpighian tubules,Animals
GCA_001713455.1_ASM171345v1,NA,USA: WA: Seattle,NA
GCA_000380325.1_ASM38032v1,NA,NA,NA
GCA_009931475.1_ASM993147v1,Homo sapiens,stool,Humans
GCA_000318605.1_ASM31860v1,NA,NA,NA
GCA_001721165.1_ASM172116v1,Caenorhabditis elegans,NA,Animals
GCA_013168215.1_ASM1316821v1,bovine,NA,Livestock
GCA_009650195.1_ASM965019v1,NA,Microcystis culture,Freshwater
GCA_000146305.1_ASM14630v1,NA,NA,NA
GCA_000005825.2_ASM582v2,NA,NA,NA
GCA_002835975.1_ASM283597v1,NA,sea ice,Marine
GCA_000093125.2_ASM9312v2,NA,NA,NA
GCA_003925855.2_ASM392585v2,NA,wastewater treatment plant effluent,Human-impacted
GCA_002119785.1_ASM211978v1,NA,microbial mats from Zloty Stok gold mine,Human-impacted
GCA_009296125.1_ASM929612v1,NA,meat,Food
GCA_002636515.1_ASM263651v1,Homo sapiens,Rectal,Humans
GCA_000194785.1_ASM19478v1,NA,traditional dairy products,Food
GCA_001902515.1_ASM190251v1,Homo sapiens,urine sample,Humans
GCA_004353405.1_ASM435340v1,Homo sapiens,patient's blood plasma,Humans
GCA_000196355.1_ASM19635v1,NA,NA,NA
GCA_009901975.1_ASM990197v1,duck,liver,Livestock
GCA_001854205.1_ASM185420v1,NA,shallow tropical waters; normally from coral reef substrate,Marine
GCA_002706705.1_ASM270670v1,NA,air of cow shed,Livestock
GCA_002836345.1_ASM283634v1,NA,sea ice,Marine
GCA_002117445.1_ASM211744v1,NA,soil,Soil
GCA_013267675.1_ASM1326767v1,Homo sapiens,expectorated sputum,Humans
GCA_002224525.1_ASM222452v1,wild cotton,NA,Plants
GCA_004771035.1_ASM477103v1,NA,traditional fermented dairy products in Inner Mongolia of China,Food
GCA_001447095.1_ASM144709v1,NA,ground turkey,Food
GCA_003430805.1_ASM343080v1,NA,Shar-Burdiin hypersaline soda lake,Terrestrial
GCA_007559025.1_ASM755902v1,bat,feces,Animals
GCA_000464435.1_ASM46443v1,NA,NA,NA
GCA_000266905.1_ASM26690v1,NA,creosote-contaminated soil,Human-impacted
GCA_013374975.1_ASM1337497v1,Homo sapiens,blood,Humans
GCA_000724805.2_ASM72480v2,Homo sapiens,blood,Humans
GCA_001922405.1_ASM192240v1,Homo sapiens,NA,Humans
GCA_001900735.1_ASM190073v1,dog,NA,Livestock
GCA_001874645.1_ASM187464v1,NA,glacial stream,Freshwater
GCA_003254805.1_ASM325480v1,NA,acid mine decant and tailings from uranium mine,Human-impacted
GCA_013401415.1_ASM1340141v1,NA,seawater,Marine
GCA_002953115.1_ASM295311v1,NA,Rice Fields,Soil
GCA_004847345.1_ASM484734v1,Homo sapiens,stool,Humans
GCA_003433275.1_ASM343327v1,NA,stool,Humans
GCA_009938325.1_ASM993832v1,NA,surface river water,Freshwater
GCA_001682295.1_ASM168229v1,skate,NA,Animals
GCA_000462975.1_ASM46297v1,Paralichthys olivaceus (flounder),NA,Animals
GCA_002356455.1_ASM235645v1,NA,NA,NA
GCA_002393445.1_ASM239344v1,NA,Human foot,Humans
GCA_002142715.1_ASM214271v1,Homo sapiens,blood,Humans
GCA_900235835.1_CFBP3846,NA,NA,NA
GCA_009892325.1_ASM989232v1,Homo sapiens,Peritoneal dialysis liquid,Humans
GCA_006378235.1_ASM637823v1,Festuca arundinacea,seed,Plants
GCA_009002435.1_ASM900243v1,NA,sewage,Human-impacted
GCA_000834275.1_ASM83427v1,NA,NA,NA
GCA_000751035.1_PM221,NA,NA,NA
GCA_012935185.1_ASM1293518v1,Homo sapiens,sputum,Humans
GCA_001050455.1_ASM105045v1,NA,NA,NA
GCA_001183785.1_ASM118378v1,NA,soil,Soil
GCA_005280755.1_ASM528075v1,Dermacentor andersoni,NA,Animals
GCA_001482345.1_ASM148234v1,NA,the activated sludge of Harbin Taiping wastewater treatment plant,Human-impacted
GCA_000203875.1_ASM20387v1,NA,NA,NA
GCA_009709335.1_ASM970933v1,Salmo salar,NA,Animals
GCA_001465445.1_ADP0v1,NA,soil,Soil
GCA_009387945.1_ASM938794v1,Homo sapiens,stool,Humans
GCA_008931345.1_ASM893134v1,Homo sapiens,clinical sample,Humans
GCA_000017065.1_ASM1706v1,NA,NA,NA
GCA_900174455.1_NEW_PRJEB5721,NA,NA,NA
GCA_012571135.1_ASM1257113v1,Donacia tomentosa,Beetle Malpighian tubules,Animals
GCA_008926085.1_ASM892608v1,Homo sapiens,NA,Humans
GCA_009730455.1_ASM973045v1,NA,sedimentation pond in a zinc factory,Human-impacted
GCA_011058735.1_ASM1105873v1,Homo sapiens,Mid-vagina,Humans
GCA_013349025.1_ASM1334902v1,Homo sapiens,bed sheets,Humans
GCA_001989515.1_ASM198951v1,NA,riverwater,Freshwater
GCA_012272755.1_ASM1227275v1,Homo sapiens,sputum,Humans
GCA_013343255.1_ASM1334325v1,Homosapiens,stool,Humans
GCA_001553955.1_ASM155395v1,NA,NA,NA
GCA_000466785.3_ASM46678v3,Homo sapiens,milk,Humans
GCA_001448665.2_ASM144866v2,Lacertilia,blood,Animals
GCA_002119565.1_ASM211956v1,Syngnathus typhle,Kiel Fjord,Animals
GCA_002173595.1_ASM217359v1,NA,food,Food
GCA_000967425.1_ASM96742v1,NA,NA,NA
GCA_900560745.1_BuCistrobi3249_v2.0,NA,NA,NA
GCA_000740965.1_ASM74096v1,NA,NA,NA
GCA_003613065.1_ASM361306v1,Syngnathus typhle,Kiel Fjord,Animals
GCA_001988975.1_ASM198897v1,NA,Lake Lanier 2;4-D mesocosm,Freshwater
GCA_000478685.1_ASM47868v1,Anomalops katoptron,NA,Animals
GCA_003846385.1_ASM384638v1,NA,microbial mat material from brackish estuary,Marine
GCA_003030245.1_ASM303024v1,NA,tissue and/or biological fluid (swine),Livestock
GCA_003345235.1_ASM334523v1,Homo sapiens,feces,Humans
GCA_002865605.1_ASM286560v1,NA,NA,NA
GCA_004535885.1_ASM453588v1,NA,Marine Biofilm,Marine
GCA_003609855.1_ASM360985v1,Homo Sapiens,NA,Humans
GCA_003186125.1_ASM318612v1,Bos taurus,milk,Livestock
GCA_009911795.1_ASM991179v1,NA,Antarctic soil,Soil
GCA_008807175.1_ASM880717v1,Homo sapiens,blood,Humans
GCA_002788115.1_ASM278811v1,NA,NA,NA
GCA_003184985.1_ASM318498v1,Homo sapiens,left-sided endocarditis,Humans
GCA_002903045.1_ASM290304v1,NA,NA,NA
GCA_000318865.1_ASM31886v1,NA,NA,NA
GCA_002202275.1_ASM220227v1,NA,NA,NA
GCA_001708595.1_ASM170859v1,NA,Fecal samples from slaughtered sheep,Livestock
GCA_013306805.1_ASM1330680v1,tomato,NA,Agriculture
GCA_001886995.1_ASM188699v1,gull,NA,Animals
GCA_004101845.1_ASM410184v1,NA,milk,Food
GCA_002572815.1_ASM257281v1,Homo sapiens,prostatic tissue,Humans
GCA_002078615.2_ASM207861v2,NA,Dairy fermentation,Food
GCA_009883875.1_ASM988387v1,Penaeus vannamei,AHPND infected Litopenaeus vannamei,Animals
GCA_000504125.1_ASM50412v1,NA,NA,NA
GCA_000022865.1_ASM2286v1,NA,NA,NA
GCA_001721525.1_ASM172152v1,Homo sapiens,urine,Humans
GCA_001975005.1_ASM197500v1,Homo sapiens,Human_no contact with swine,Humans
GCA_002105575.1_ASM210557v1,NA,kimchi,Food
GCA_000181555.2_ASM18155v2,NA,NA,NA
GCA_000024145.1_ASM2414v1,NA,NA,NA
GCA_000327065.1_ASM32706v1,NA,NA,NA
GCA_000486345.2_ASM48634v2,NA,NA,NA
GCA_002197465.1_ASM219746v1,Medicago truncatula,NA,Plants
GCA_000318965.1_ASM31896v1,NA,NA,NA
GCA_001412695.1_ASM141269v1,NA,NA,NA
GCA_002197145.1_ASM219714v1,Medicago truncatula,NA,Plants
GCA_001623825.2_ASM162382v2,Homo sapiens,NA,Humans
GCA_003952665.1_ASM395266v1,Oxytropis triphylla,root nodule,Plants
GCA_004168365.1_ASM416836v1,NA,soil,Soil
GCA_002082665.1_ASM208266v1,Homo sapiens,blood,Humans
GCA_001969345.1_ASM196934v1,NA,seawater,Marine
GCA_001696615.3_ASM169661v3,NA,hospital sewage,Human-impacted
GCA_004014895.1_ASM401489v1,Homo sapiens,NA,Humans
GCA_001941785.1_ASM194178v1,Homo sapiens,vaginal tract,Humans
GCA_002117245.1_ASM211724v1,NA,raw sausage,Food
GCA_000831065.1_ASM83106v1,NA,separated from the corpses of silkworms that had died due to Bb natural infection in Daiyue district; Taian city; Shandong province; China.,Animals
GCA_003855215.1_ASM385521v1,Homo sapiens,urethra,Humans
GCA_001857665.2_ASM185766v2,NA,acid mine drainage,Human-impacted
GCA_012113655.1_ASM1211365v1,NA,milk,Food
GCA_002865805.1_ASM286580v1,NA,NA,NA
GCA_002055855.1_ASM205585v1,NA,NA,NA
GCA_002572585.1_ASM257258v1,Homo sapiens,prostatic tissue,Humans
GCA_000272715.4_ASM27271v4,Sus domesticus,Swine,Livestock
GCA_002811305.2_ASM281130v2,Homo sapiens,NA,Humans
GCA_007113565.2_ASM711356v2,NA,Micro soil grain,Soil
GCA_013267815.1_ASM1326781v1,NA,NA,NA
GCA_000177215.2_ASM17721v2,NA,ORFRC groundwater during biostimulation for uranium bioreduction,Human-impacted
GCA_008245045.1_ASM824504v1,NA,Black-headed gull,Animals
GCA_000264765.2_ASM26476v2,Japanese eel,NA,Animals
GCA_000577275.2_LPU83,NA,NA,NA
GCA_000209795.2_ASM20979v2,NA,NA,NA
GCA_001704235.1_ASM170423v1,Homo sapiens,Urine,Humans
GCA_001705105.1_ASM170510v1,NA,sewage,Human-impacted
GCA_008370735.1_ASM837073v1,Salvelinus fontinalis,NA,Animals
GCA_000197755.2_ASM19775v2,NA,NA,NA
GCA_001953255.1_ASM195325v1,Homo sapiens,blood,Humans
GCA_002386305.1_ASM238630v1,Homo sapiens,Stool,Humans
GCA_000364785.1_ASM36478v1,NA,NA,NA
GCA_001008165.2_ASM100816v2,NA,North Atlantic Rise deep-sea sediment,Sediment
GCA_003443595.1_ASM344359v1,NA,NA,NA
GCA_000022605.2_ASM2260v1,Blattella germanica,NA,Animals
GCA_008931425.1_ASM893142v1,NA,Ensuite 7/8,Human-impacted
GCA_009707405.1_ASM970740v1,Homo sapiens,sputum,Humans
GCA_000599545.1_ASM59954v1,NA,NA,NA
GCA_002952315.1_ASM295231v1,Apple,Apple twig,Agriculture
GCA_009938305.1_ASM993830v1,NA,surface river water,Freshwater
GCA_008180305.1_ASM818030v1,NA,sewage,Human-impacted
GCA_002209225.2_ASM220922v2,Homo sapiens,Stool,Humans
GCA_009708775.1_ASM970877v1,Salmo salar,NA,Animals
GCA_002831505.1_ASM283150v1,Moschus berezovskii,Zhenping ShaanXi,Animals
GCA_000971565.1_ASM97156v1,Achillea ptarmica L.,yarrow,Plants
GCA_005157325.1_ASM515732v1,porcine,feces from post-weaning diarrhea of piglets,Livestock
GCA_000710585.3_BKT12695_1.0,chicken,caecum,Livestock
GCA_002944585.1_ASM294458v1,soybean,fermented food,Food
GCA_005960425.1_ASM596042v1,Rabbit,NA,Livestock
GCA_003665535.1_ASM366553v1,Homo sapiens,NA,Humans
GCA_013167735.1_ASM1316773v1,NA,NA,NA
GCA_009017335.1_ASM901733v1,Homo sapiens,NA,Humans
GCA_001687365.1_ASM168736v1,Prunus avium,crown gall tumor tissue,Agriculture
GCA_001022135.1_ASM102213v1,Homo sapiens,Perirectal,Humans
GCA_013394245.1_ASM1339424v1,Shinkaia crosnieri,NA,Animals
GCA_013167575.1_ASM1316757v1,NA,NA,NA
GCA_008632635.1_ASM863263v1,NA,soil,Soil
GCA_005222425.1_ASM522242v1,NA,cattle,Livestock
GCA_001018645.2_ASM101864v2,Homo sapiens,NA,Humans
GCA_006517815.1_ASM651781v1,NA,coal mine soil,Soil
GCA_000331715.1_ASM33171v1,NA,NA,NA
GCA_001703535.1_ASM170353v1,NA,poultry meat,Food
GCA_000195275.1_ASM19527v1,swine,colon,Livestock
GCA_000204565.1_ASM20456v1,NA,NA,NA
GCA_000007765.2_ASM776v2,NA,NA,NA
GCA_009664535.1_ASM966453v1,Homo sapiens,NA,Humans
GCA_000146025.1_ASM14602v1,Trichonympha agilis,a single cell of termite (Reticulitermes speratus) gut protist,Animals
GCA_000219805.1_ASM21980v1,NA,kimchi,Food
GCA_013306875.1_ASM1330687v1,tomato,NA,Agriculture
GCA_001695575.1_ASM169557v1,Ostrea edulis (flat oyster),NA,Animals
GCA_001310085.1_ASM131008v1,NA,soil,Soil
GCA_012167215.1_ASM1216721v1,NA,milk,Food
GCA_005153985.1_ASM515398v1,Sus scrofa,pig skin (A); aerobic,Livestock
GCA_001900595.1_ASM190059v1,dog,NA,Livestock
GCA_002753075.1_ASM275307v1,NA,NA,NA
GCA_001433415.1_ASM143341v1,NA,aquarium water,Human-impacted
GCA_002368295.1_ASM236829v1,NA,NA,NA
GCA_002393525.1_ASM239352v1,NA,algae aquaculture,Human-impacted
GCA_003719555.1_ASM371955v1,NA,NA,NA
GCA_006274405.1_ASM627440v1,Potato,Soil,Soil
GCA_004102605.1_ASM410260v1,NA,food,Food
GCA_000212605.1_ASM21260v1,NA,NA,NA
GCA_009734005.2_ASM973400v2,Homo sapiens,hospital,Humans
GCA_000196215.1_ASM19621v1,NA,NA,NA
GCA_000018085.1_ASM1808v1,NA,NA,NA
GCA_000092125.1_ASM9212v1,NA,hot spring,Terrestrial
GCA_002006565.1_ASM200656v1,NA,water kefir,Food
GCA_003952705.1_ASM395270v1,Homo sapiens,urinary tract,Humans
GCA_001705365.1_ASM170536v1,NA,NA,NA
GCA_001718915.1_ASM171891v1,NA,plant roots,Plants
GCA_002356575.1_ASM235657v1,NA,NA,NA
GCA_002151505.1_ASM215150v1,Ixodes scapularis,tick,Animals
GCA_003056445.1_ASM305644v1,Homo sapiens,amniotic fluid,Humans
GCA_008807315.1_ASM880731v1,Homo sapiens,lung,Humans
GCA_000816885.1_ASM81688v1,NA,NA,NA
GCA_002636375.1_ASM263637v1,Homo sapiens,Blood,Humans
GCA_000011305.1_ASM1130v1,NA,NA,NA
GCA_001610735.1_ASM161073v1,Homo sapiens,sputum sample,Humans
GCA_900637775.1_52592_D02,NA,Vein blood,Humans
GCA_009667745.1_ASM966774v1,NA,animal,Animals
GCA_000731295.1_RG1141_Ch_pA_pB,NA,Galega officinalis root nodule,Plants
GCA_002846995.1_ASM284699v1,muscari,NA,Plants
GCA_900635435.1_28021_A02,NA,not available: to be reported later,NA
GCA_900249935.1_CBM2618,NA,NA,NA
GCA_002752755.2_ASM275275v2,Homo sapiens,skin swab,Humans
GCA_002843665.1_ASM284366v1,Homo sapiens,Blood; Central line,Humans
GCA_003217735.2_ASM321773v2,NA,marine surface water,Marine
GCA_000026285.2_ASM2628v2,NA,NA,NA
GCA_004101645.1_ASM410164v1,NA,food,Food
GCA_000192745.1_ASM19274v1,NA,NA,NA
GCA_010319625.1_ASM1031962v1,Homo sapiens,human blood,Humans
GCA_002205715.1_ASM220571v1,Solanum lycopersicum,Root endosphere,Agriculture
GCA_000204155.1_ASM20415v1,NA,NA,NA
GCA_003948085.2_ASM394808v2,Homo sapiens,trach asp,Humans
GCA_003029495.1_ASM302949v1,NA,NA,NA
GCA_002302315.1_ASM230231v1,Homo sapiens,Diarrheal stool,Humans
GCA_009906855.1_ASM990685v1,NA,Flower of Rhododendron sclippenbachii,Plants
GCA_000157895.2_ASM15789v2,NA,NA,NA
GCA_009650175.1_ASM965017v1,Homo sapiens,human feces,Humans
GCA_000013985.1_ASM1398v1,NA,NA,NA
GCA_001190965.1_ASM119096v1,NA,saline saltern,Terrestrial
GCA_010443215.1_ASM1044321v1,Bos taurus,NA,Livestock
GCA_005221865.1_ASM522186v1,NA,cattle,Livestock
GCA_002902865.1_ASM290286v1,NA,NA,NA
GCA_003025345.2_ASM302534v2,NA,Chilli rhizosphere,Soil
GCA_003071325.1_ASM307132v1,NA,NA,NA
GCA_000259255.1_ASM25925v1,beluga whale,NA,Animals
GCA_001663855.1_ASM166385v1,NA,NA,NA
GCA_000226605.1_ASM22660v1,NA,NA,NA
GCA_007632255.1_ASM763225v1,Homo sapiens,sputum,Humans
GCA_000724225.2_NCTC9693_1.0,NA,NA,NA
GCA_005222445.1_ASM522244v1,NA,cattle,Livestock
GCA_002250435.1_ASM225043v1,Homo sapiens,pectoralis pouch,Humans
GCA_000008945.1_ASM894v1,NA,NA,NA
GCA_002814095.1_ASM281409v1,NA,sulfidic waters (60 m) from the Peruvian upwelling region,Marine
GCA_003359375.2_ASM335937v2,Homo sapiens,NA,Humans
GCA_000218565.1_ASM21856v1,NA,NA,NA
GCA_009806575.1_ASM980657v1,NA,soil,Soil
GCA_000986935.1_BANT002-SEQ-3-ASM-1,Bos taurus,NA,Livestock
GCA_013306765.1_ASM1330676v1,tomato,NA,Agriculture
GCA_001644765.1_ASM164476v1,Homo sapiens,Urine sample,Humans
GCA_004120035.1_ASM412003v1,Homo sapiens,sputum,Humans
GCA_009931255.1_ASM993125v1,Lespedeza cuneata,nodule,Plants
GCA_013168015.1_ASM1316801v1,Homo sapiens,NA,Humans
GCA_001021895.1_ASM102189v1,Homo sapiens,blood,Humans
GCA_900520345.1_ASM90052034v1,NA,NA,NA
GCA_011801365.1_ASM1180136v1,NA,Hexachlorocyclohexane (HCH) pesticide-contaminated soil,Human-impacted
GCA_003391275.1_ASM339127v1,Drosophila melanogaster,gut,Animals
GCA_002216875.1_ASM221687v1,Homo sapiens,NA,Humans
GCA_011045215.1_ASM1104521v1,Papio papio,stool,Animals
GCA_001664105.1_ASM166410v1,Phaseolus vulgaris,legume-root nodule,Agriculture
GCA_001565875.1_ASM156587v1,NA,soil,Soil
GCA_002863885.1_ASM286388v1,NA,cattle,Livestock
GCA_002007625.1_ASM200762v1,Homo sapiens,Rectal swab,Humans
GCA_002753555.1_ASM275355v1,NA,NA,NA
GCA_004564175.1_ASM456417v1,Homo sapiens,urine,Humans
GCA_002368195.1_ASM236819v1,NA,NA,NA
GCA_003719615.1_ASM371961v1,Penaeus vannamei,NA,Animals
GCA_000953135.1_LFA,NA,NA,NA
GCA_008369785.1_ASM836978v1,Lutjanus guttatus (Rose snapper),NA,Animals
GCA_009740045.1_ASM974004v1,Homo sapiens,NA,Humans
GCA_000950575.1_ASM95057v1,NA,water from surface of lake,Freshwater
GCA_000190575.1_ASM19057v1,chicken,cecum,Livestock
GCA_000775395.1_ASM77539v1,NA,perirectal swab,Humans
GCA_001401485.1_ASM140148v1,NA,NA,NA
GCA_002740875.1_ASM274087v1,Homo sapiens,wound pus,Humans
GCA_000834475.1_ASM83447v1,NA,NA,NA
GCA_011604705.1_ASM1160470v1,NA,water,Freshwater
GCA_000470655.1_HATI1,NA,NA,NA
GCA_013305955.1_ASM1330595v1,Homo sapiens,NA,Humans
GCA_012934905.1_ASM1293490v1,Homo sapiens,blood,Humans
GCA_000218855.1_ASM21885v1,NA,NA,NA
GCA_000203895.1_ASM20389v1,NA,NA,NA
GCA_001952875.1_ASM195287v1,Homo sapiens,NA,Humans
GCA_000497525.2_ASM49752v2,NA,soil,Soil
GCA_013348825.1_ASM1334882v1,Sus scrofa domesticus,NA,Livestock
GCA_002367975.1_ASM236797v1,NA,NA,NA
GCA_002954055.1_ASM295405v1,Homo sapiens,Peripheral blood,Humans
GCA_000013045.1_ASM1304v1,NA,NA,NA
GCA_004355865.1_ASM435586v1,Oryza sativa,NA,Agriculture
GCA_013122035.1_ASM1312203v1,NA,NA,NA
GCA_002752795.2_ASM275279v2,Homo sapiens,skin swab,Humans
GCA_013460135.1_ASM1346013v1,NA,Aphis craccivora (cowpea aphid) on Robinia pseudoacacia (locust),Animals
