#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Klebsiella sp. BDA134-6	Bacteria	Proteobacteria	Gammaproteobacteria	pBDA134-6	NZ_CP064785.1	CP064785	149.27	52.3106	138	-	-	-	152	14
Klebsiella sp. FDAARGOS_511	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP033823.1	CP033823	186.836	52.2415	170	-	-	-	186	16
Klebsiella sp. FDAARGOS_511	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP033825.1	CP033825	3.897	42.212	5	-	-	-	5	-
Klebsiella sp. FDAARGOS_511	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP033826.1	CP033826	5.907	50.8549	7	-	-	-	7	-
Klebsiella sp. FDAARGOS_511	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed4	NZ_CP033827.1	CP033827	4.096	55.5176	5	-	-	-	6	1
Klebsiella sp. LTGPAF-6F	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP017451.1	CP017451	526.446	49.0466	459	-	-	-	544	85
Klebsiella sp. LTGPAF-6F	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP017452.1	CP017452	89.552	51.3154	83	-	-	-	95	12
Klebsiella sp. LY	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP022441.1	CP022441	316.557	46.3067	329	-	-	-	350	21
Klebsiella sp. LY	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP022442.1	CP022442	95.324	51.5935	125	-	-	-	138	13
Klebsiella sp. LY	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP022443.1	CP022443	38.669	49.3858	25	-	-	-	40	15
Klebsiella sp. PO552	Bacteria	Proteobacteria	Gammaproteobacteria	p1	-	CP037442.1	204.467	51.9047	178	-	-	-	235	57
Klebsiella sp. PO552	Bacteria	Proteobacteria	Gammaproteobacteria	p2	-	CP037443.1	113.52	51.479	113	-	-	-	117	4
Klebsiella sp. PO552	Bacteria	Proteobacteria	Gammaproteobacteria	p3	-	CP037444.1	84.279	52.9242	77	-	-	-	101	24
Klebsiella sp. PO552	Bacteria	Proteobacteria	Gammaproteobacteria	p4	-	CP037445.1	14.2	51.1479	14	-	-	-	22	8
Klebsiella sp. PO552	Bacteria	Proteobacteria	Gammaproteobacteria	p5	-	CP037446.1	12.598	47.2377	8	-	-	-	15	7
Klebsiella sp. PO552	Bacteria	Proteobacteria	Gammaproteobacteria	p6	-	CP037447.1	5.974	43.9906	9	-	-	-	10	1
Klebsiella sp. PO552	Bacteria	Proteobacteria	Gammaproteobacteria	p7	-	CP037448.1	3.268	52.8764	4	-	-	-	7	3
Klebsiella sp. RHBSTW-00215	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00215_2	NZ_JABXQS010000002.1	-	218.228	51.6982	199	-	-	-	238	39
Klebsiella sp. RHBSTW-00215	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00215_3	NZ_JABXQS010000003.1	-	124.557	52.8505	130	-	-	-	139	9
Klebsiella sp. RHBSTW-00215	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00215_6	NZ_JABXQS010000006.1	-	7.931	53.8898	8	-	-	-	9	1
Klebsiella sp. RHBSTW-00215	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00215_7	NZ_JABXQS010000007.1	-	3.288	56.2348	4	-	-	-	6	2
Klebsiella sp. RHBSTW-00215	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00215_9	NZ_JABXQS010000009.1	-	2.075	49.1084	4	-	-	-	4	-
Klebsiella sp. RHBSTW-00215	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00215_10	NZ_JABXQS010000010.1	-	1.304	51.6104	1	-	-	-	1	-
Klebsiella sp. RHBSTW-00464	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00464_2	NZ_CP056484.1	CP056484	262.877	48.9807	279	-	-	-	295	16
Klebsiella sp. RHBSTW-00464	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00464_3	NZ_CP056485.1	CP056485	162.733	51.6263	164	-	-	-	174	10
Klebsiella sp. RHBSTW-00464	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00464_4	NZ_CP056486.1	CP056486	115.642	51.5098	105	-	-	-	123	18
Klebsiella sp. RHBSTW-00464	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00464_5	NZ_CP056487.1	CP056487	46.403	54.434	53	-	-	-	59	6
Klebsiella sp. RHBSTW-00464	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00464_6	NZ_CP056488.1	CP056488	6.785	52.0855	8	-	-	-	9	1
Klebsiella sp. RHBSTW-00464	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00464_7	NZ_CP056489.1	CP056489	4.678	51.4536	5	-	-	-	6	1
Klebsiella sp. RHBSTW-00464	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00464_8	NZ_CP056490.1	CP056490	4.423	52.4531	5	-	-	-	6	1
Klebsiella sp. RHBSTW-00464	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00464_9	NZ_CP056491.1	CP056491	3.994	36.9805	5	-	-	-	5	-
Klebsiella sp. RHBSTW-00465	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00465_2	NZ_JABXPX010000002.1	-	124.225	53.7613	128	-	-	-	139	11
Klebsiella sp. RHBSTW-00465	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00465_3	NZ_JABXPX010000003.1	-	119.443	51.3592	106	-	-	-	121	15
Klebsiella sp. RHBSTW-00465	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00465_6	NZ_JABXPX010000006.1	-	11.014	49.201	10	-	-	-	13	3
Klebsiella sp. RHBSTW-00465	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00465_8	NZ_JABXPX010000008.1	-	5.058	49.1103	6	-	-	-	7	1
Klebsiella sp. RHBSTW-00484	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00484_2	NZ_CP055482.1	CP055482	262.877	48.9818	278	-	-	-	295	17
Klebsiella sp. RHBSTW-00484	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00484_3	NZ_CP055483.1	CP055483	115.642	51.5185	105	-	-	-	123	18
Klebsiella sp. RHBSTW-00484	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00484_5	NZ_CP055485.1	CP055485	55.838	48.2664	53	-	-	-	56	3
Klebsiella sp. RHBSTW-00484	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00484_6	NZ_CP055486.1	CP055486	46.437	54.4415	53	-	-	-	59	6
Klebsiella sp. RHBSTW-00484	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00484_7	NZ_CP055487.1	CP055487	5.585	51.7278	7	-	-	-	8	1
Klebsiella sp. RHBSTW-00484	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00484_8	NZ_CP055488.1	CP055488	4.678	51.475	5	-	-	-	6	1
Klebsiella sp. RHBSTW-00484	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00484_9	NZ_CP055489.1	CP055489	4.423	52.4531	5	-	-	-	6	1
Klebsiella sp. RHBSTW-00484	Bacteria	Proteobacteria	Gammaproteobacteria	pRHBSTW-00484_11	NZ_CP055491.1	CP055491	3.994	36.9805	5	-	-	-	5	-
Klebsiella sp. STW0522-44	Bacteria	Proteobacteria	Gammaproteobacteria	pSTW0522-44-1	NZ_AP022420.1	AP022420	191.493	47.2461	233	-	-	-	242	9
Klebsiella sp. STW0522-44	Bacteria	Proteobacteria	Gammaproteobacteria	pSTW0522-44-2	NZ_AP022421.1	AP022421	143.04	52.5	131	-	-	-	156	25
Klebsiella sp. STW0522-44	Bacteria	Proteobacteria	Gammaproteobacteria	pSTW0522-44-3	NZ_AP022422.1	AP022422	67.379	52.4941	69	-	-	-	75	6
Klebsiella sp. STW0522-44	Bacteria	Proteobacteria	Gammaproteobacteria	pSTW0522-44-4	NZ_AP022423.1	AP022423	12.436	54.5433	16	-	-	-	16	-
Klebsiella sp. STW0522-44	Bacteria	Proteobacteria	Gammaproteobacteria	pSTW0522-44-5	NZ_AP022424.1	AP022424	4.901	34.2583	4	-	-	-	4	-
Klebsiella sp. STW0522-44	Bacteria	Proteobacteria	Gammaproteobacteria	pSTW0522-44-6	NZ_AP022425.1	AP022425	3.963	52.0565	5	-	-	-	6	1
Klebsiella sp. STW0522-44	Bacteria	Proteobacteria	Gammaproteobacteria	pSTW0522-44-7	NZ_AP022426.1	AP022426	3.652	55.0657	2	-	-	-	3	1
Klebsiella sp. STW0522-44	Bacteria	Proteobacteria	Gammaproteobacteria	pSTW0522-44-8	NZ_AP022427.1	AP022427	3.56	51.264	3	-	-	-	3	-
Klebsiella sp. STW0522-44	Bacteria	Proteobacteria	Gammaproteobacteria	pSTW0522-44-9	NZ_AP022428.1	AP022428	3.514	42.9425	2	-	-	-	2	-
Klebsiella sp. STW0522-44	Bacteria	Proteobacteria	Gammaproteobacteria	pSTW0522-44-10	NZ_AP022429.1	AP022429	2.929	31.5807	3	-	-	-	3	-
Klebsiella sp. STW0522-44	Bacteria	Proteobacteria	Gammaproteobacteria	pSTW0522-44-11	NZ_AP022430.1	AP022430	2.028	52.3669	2	-	-	-	2	-
Klebsiella sp. WP3-S18-ESBL-05	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-S18-ESBL-05_1	NZ_AP022021.1	AP022021	336.188	48.6867	368	-	-	-	386	18
Klebsiella sp. WP3-S18-ESBL-05	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-S18-ESBL-05_2	NZ_AP022022.1	AP022022	155.227	51.3229	171	-	-	-	185	14
Klebsiella sp. WP3-S18-ESBL-05	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-S18-ESBL-05_3	NZ_AP022023.1	AP022023	9.35	46.4278	7	-	-	-	7	-
Klebsiella sp. WP3-S18-ESBL-05	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-S18-ESBL-05_4	NZ_AP022024.1	AP022024	5.669	49.8324	6	-	-	-	7	1
Klebsiella sp. WP3-S18-ESBL-05	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-S18-ESBL-05_5	NZ_AP022025.1	AP022025	5.064	51.9945	7	-	-	-	8	1
Klebsiella sp. WP3-S18-ESBL-05	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-S18-ESBL-05_6	NZ_AP022026.1	AP022026	4.616	50.7582	5	-	-	-	7	2
Klebsiella sp. WP3-S18-ESBL-05	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-S18-ESBL-05_7	NZ_AP022027.1	AP022027	4.028	49.2056	3	-	-	-	3	-
Klebsiella sp. WP3-S18-ESBL-05	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-S18-ESBL-05_8	NZ_AP022028.1	AP022028	3.139	45.8426	3	-	-	-	3	-
Klebsiella sp. WP3-S18-ESBL-05	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-S18-ESBL-05_9	NZ_AP022029.1	AP022029	2.811	32.444	2	-	-	-	2	-
Klebsiella sp. WP3-W18-ESBL-02	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-W18-ESBL-02_1	NZ_AP021973.1	AP021973	230.471	48.7914	268	-	-	-	280	12
Klebsiella sp. WP3-W18-ESBL-02	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-W18-ESBL-02_2	NZ_AP021974.1	AP021974	146.141	50.9426	169	-	-	-	184	15
Klebsiella sp. WP3-W18-ESBL-02	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-W18-ESBL-02_3	NZ_AP021975.1	AP021975	42.597	34.54	57	-	-	-	58	1
Klebsiella sp. WP3-W18-ESBL-02	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-W18-ESBL-02_4	NZ_AP021976.1	AP021976	8.285	53.1563	7	-	-	-	9	2
Klebsiella sp. WP3-W18-ESBL-02	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-W18-ESBL-02_5	NZ_AP021977.1	AP021977	5.286	50.8324	4	-	-	-	7	3
Klebsiella sp. WP3-W18-ESBL-02	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-W18-ESBL-02_6	NZ_AP021978.1	AP021978	4.938	54.921	4	-	-	-	5	1
Klebsiella sp. WP3-W18-ESBL-02	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-W18-ESBL-02_7	NZ_AP021979.1	AP021979	4.667	51.2963	4	-	-	-	5	1
Klebsiella sp. WP3-W18-ESBL-02	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-W18-ESBL-02_8	NZ_AP021980.1	AP021980	4.55	51.2747	5	-	-	-	6	1
Klebsiella sp. WP3-W18-ESBL-02	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-W18-ESBL-02_9	NZ_AP021981.1	AP021981	3.139	45.8426	3	-	-	-	3	-
Klebsiella sp. WP3-W18-ESBL-02	Bacteria	Proteobacteria	Gammaproteobacteria	pWP3-W18-ESBL-02_10	NZ_AP021982.1	AP021982	2.76	46.4855	4	-	-	-	4	-
Klebsiella sp. WP4-W18-ESBL-05	Bacteria	Proteobacteria	Gammaproteobacteria	pWP4-W18-ESBL-05_1	NZ_AP022058.1	AP022058	171.435	50.5544	137	-	-	-	184	47
Klebsiella sp. WP4-W18-ESBL-05	Bacteria	Proteobacteria	Gammaproteobacteria	pWP4-W18-ESBL-05_2	NZ_AP022059.1	AP022059	69.62	50.3447	83	-	-	-	87	4
Klebsiella sp. WP4-W18-ESBL-05	Bacteria	Proteobacteria	Gammaproteobacteria	pWP4-W18-ESBL-05_3	NZ_AP022060.1	AP022060	4.938	54.8603	4	-	-	-	5	1
Klebsiella sp. WP4-W18-ESBL-05	Bacteria	Proteobacteria	Gammaproteobacteria	pWP4-W18-ESBL-05_4	NZ_AP022061.1	AP022061	4.426	53.9539	5	-	-	-	7	2
Klebsiella sp. WP4-W18-ESBL-05	Bacteria	Proteobacteria	Gammaproteobacteria	pWP4-W18-ESBL-05_5	NZ_AP022062.1	AP022062	3.484	35.4765	5	-	-	-	5	-
Klebsiella sp. WP4-W18-ESBL-05	Bacteria	Proteobacteria	Gammaproteobacteria	pWP4-W18-ESBL-05_6	NZ_AP022063.1	AP022063	2.936	46.3896	5	-	-	-	5	-
Klebsiella sp. WP7-S18-CRE-02	Bacteria	Proteobacteria	Gammaproteobacteria	pWP7-S18-CRE-02_1	NZ_AP022190.1	AP022190	232.899	50.95	256	-	-	-	274	18
Klebsiella sp. WP7-S18-CRE-02	Bacteria	Proteobacteria	Gammaproteobacteria	pWP7-S18-CRE-02_2	NZ_AP022191.1	AP022191	57.787	52.9877	65	-	-	-	71	6
Klebsiella sp. WP7-S18-CRE-02	Bacteria	Proteobacteria	Gammaproteobacteria	pWP7-S18-CRE-02_3	NZ_AP022192.1	AP022192	42.961	60.2384	46	-	-	-	54	8
Klebsiella sp. WP7-S18-CRE-02	Bacteria	Proteobacteria	Gammaproteobacteria	pWP7-S18-CRE-02_4	NZ_AP022193.1	AP022193	27.833	55.1504	24	-	-	-	31	7
Klebsiella sp. WP7-S18-CRE-02	Bacteria	Proteobacteria	Gammaproteobacteria	pWP7-S18-CRE-02_5	NZ_AP022194.1	AP022194	4.901	34.2583	4	-	-	-	4	-
Klebsiella sp. WP7-S18-CRE-03	Bacteria	Proteobacteria	Gammaproteobacteria	pWP7-S18-CRE-03_1	NZ_AP022196.1	AP022196	232.9	50.9498	256	-	-	-	274	18
Klebsiella sp. WP7-S18-CRE-03	Bacteria	Proteobacteria	Gammaproteobacteria	pWP7-S18-CRE-03_2	NZ_AP022197.1	AP022197	57.794	52.9847	62	-	-	-	70	8
Klebsiella sp. WP7-S18-CRE-03	Bacteria	Proteobacteria	Gammaproteobacteria	pWP7-S18-CRE-03_3	NZ_AP022198.1	AP022198	42.961	60.2384	46	-	-	-	54	8
Klebsiella sp. WP7-S18-CRE-03	Bacteria	Proteobacteria	Gammaproteobacteria	pWP7-S18-CRE-03_4	NZ_AP022199.1	AP022199	28.179	55.1013	25	-	-	-	32	7
Klebsiella sp. WP7-S18-CRE-03	Bacteria	Proteobacteria	Gammaproteobacteria	pWP7-S18-CRE-03_5	NZ_AP022200.1	AP022200	4.901	34.2583	4	-	-	-	4	-
Klebsiella sp. WP7-S18-ESBL-04	Bacteria	Proteobacteria	Gammaproteobacteria	pWP7-S18-ESBL-04_1	NZ_AP022202.1	AP022202	233.726	50.9558	254	-	-	-	276	22
Klebsiella sp. WP7-S18-ESBL-04	Bacteria	Proteobacteria	Gammaproteobacteria	pWP7-S18-ESBL-04_2	NZ_AP022203.1	AP022203	57.788	52.9868	65	-	-	-	71	6
Klebsiella sp. WP7-S18-ESBL-04	Bacteria	Proteobacteria	Gammaproteobacteria	pWP7-S18-ESBL-04_3	NZ_AP022204.1	AP022204	42.962	60.2393	45	-	-	-	54	9
Klebsiella sp. WP7-S18-ESBL-04	Bacteria	Proteobacteria	Gammaproteobacteria	pWP7-S18-ESBL-04_4	NZ_AP022205.1	AP022205	25.896	55.7615	23	-	-	-	30	7
Klebsiella sp. WP8-S18-ESBL-06	Bacteria	Proteobacteria	Gammaproteobacteria	pWP8-S18-ESBL-06_1	NZ_AP022257.1	AP022257	128.811	51.2014	109	-	-	-	129	20
Klebsiella sp. WP8-S18-ESBL-06	Bacteria	Proteobacteria	Gammaproteobacteria	pWP8-S18-ESBL-06_2	NZ_AP022258.1	AP022258	72.104	51.7073	67	-	-	-	78	11
Klebsiella sp. WP8-S18-ESBL-06	Bacteria	Proteobacteria	Gammaproteobacteria	pWP8-S18-ESBL-06_3	NZ_AP022259.1	AP022259	5.169	46.508	5	-	-	-	6	1
Klebsiella sp. WP8-S18-ESBL-06	Bacteria	Proteobacteria	Gammaproteobacteria	pWP8-S18-ESBL-06_4	NZ_AP022260.1	AP022260	4.246	54.4512	7	-	-	-	8	1
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pBZ19	NZ_JDWA01000031.1	JDWA01000031	52.2	51.3697	52	-	-	-	62	10
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pKV1	NZ_CP009275.1	CP009275	162.706	50.6582	140	-	-	-	149	9
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pKV2	NZ_CP009276.1	CP009276	54.715	53.1116	52	-	-	-	53	1
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pKPGJ-1b	NZ_CP017281.1	CP017281	92.219	51.2356	99	-	-	-	106	7
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pKPGJ-1c	NZ_CP017282.1	CP017282	58.666	51.6585	75	-	-	-	76	1
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pKPGJ-1a	NZ_CP017283.1	CP017283	108.867	55.2123	108	-	-	-	118	10
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pKPGJ-2a	NZ_CP017850.1	CP017850	108.965	55.215	100	-	-	-	119	19
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pKPGJ-2b	NZ_CP017851.1	CP017851	92.232	51.2295	101	-	-	-	107	6
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pKPGJ-2c	NZ_CP017852.1	CP017852	66.447	54.1273	63	-	-	-	76	13
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pKPGJ-2d	NZ_CP017853.1	CP017853	58.666	51.6602	72	-	-	-	75	3
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pKPGJ-3a	NZ_CP017285.1	CP017285	108.857	55.2165	113	-	-	-	120	7
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pKPGJ-3b	NZ_CP017286.1	CP017286	92.231	51.229	100	-	-	-	106	6
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pKPGJ-3c	NZ_CP017287.1	CP017287	73.385	53.9715	67	-	-	-	82	15
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pKPGJ-3d	NZ_CP017288.1	CP017288	58.665	51.6577	74	-	-	-	76	2
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	p6TM-224	NZ_CM008890.1	CM008890	216.151	44.2936	217	-	-	-	224	7
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM_6TM	NZ_CM008891.1	CM008891	120.078	54.622	111	-	-	-	135	24
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	p6TM-70	NZ_CM008892.1	CM008892	62.069	51.91	64	-	-	-	75	11
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	p6TM-6608	NZ_CM008893.1	CM008893	3.335	46.9565	3	-	-	-	6	3
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	p1TM-225	NZ_CM008916.1	CM008916	216.15	44.291	215	-	-	-	223	8
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM_1TM	NZ_CM008917.1	CM008917	120.406	54.5023	103	-	-	-	135	32
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pX39-1	NZ_CP023978.1	CP023978	213.341	51.0272	169	-	-	-	220	51
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pX39-2	NZ_CP023979.1	CP023979	3.358	51.7272	4	-	-	-	4	-
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pX39-3	NZ_CP023980.1	CP023980	52.398	47.1793	44	-	-	-	61	17
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pX39-4	NZ_CP023981.1	CP023981	49.735	52.4098	17	-	-	-	60	43
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pX39-5	NZ_CP023982.1	CP023982	3.374	46.2359	1	-	-	-	1	-
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pX39-6	NZ_CP023983.1	CP023983	5.399	50.1574	3	-	-	-	9	6
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pX39-7	NZ_CP023984.1	CP023984	111.425	48.9836	102	-	2	-	113	9
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pX39-8	NZ_CP023985.1	CP023985	72.224	52.4867	69	-	-	-	81	12
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pX39-9	NZ_CP023986.1	CP023986	1.431	51.9217	1	-	-	-	1	-
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP013986.1	CP013986	163.254	49.8168	149	-	-	-	166	17
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN1481-1	NZ_CP020848.1	CP020848	347.748	47.3024	317	-	-	-	366	49
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN1481-5	NZ_CP020849.1	CP020849	10.373	51.634	4	-	-	-	13	9
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN1481-4	NZ_CP020850.1	CP020850	12.376	45.6852	8	-	-	-	14	6
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN1481-2	NZ_CP020851.1	CP020851	161.1	52.6096	158	-	-	-	185	27
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN1481-3	NZ_CP020852.1	CP020852	20.38	51.683	20	-	-	-	30	10
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pKP91	NC_011281.1	CP000966	91.096	51.0923	85	-	-	-	98	13
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pKP187	NC_011282.1	CP000965	187.922	47.1515	160	-	-	-	184	24
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pKp5-1	-	CP008701.1	186.323	50.669	163	1	-	-	178	14
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	p15WZ-82_KPC	NZ_CP032355.1	CP032355	41.874	45.7229	50	-	-	-	53	3
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	p15WZ-82_Vir	NZ_CP032356.1	CP032356	282.29	45.7406	273	-	-	-	302	29
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	p15WZ-82_res	NZ_CP032357.1	CP032357	185.478	50.6664	186	-	-	-	215	29
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	2	NZ_LR130540.1	LR130540	165.705	52.5265	172	-	-	-	184	12
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	p1_020019	NZ_CP028549.2	CP028549	248.112	52.0269	206	-	-	-	262	56
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	p2_020019	NZ_CP028550.1	CP028550	110.186	48.9481	113	-	2	-	118	3
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	p3_020019	NZ_CP028551.2	CP028551	74.191	50.5587	61	-	-	-	74	13
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	p4_020019	NZ_CP028552.2	CP028552	4.686	44.1315	4	-	2	-	6	-
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pCTXM15_020019	NZ_CP028553.2	CP028553	117.244	52.1417	136	-	-	-	147	11
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pKPC2_020019	NZ_CP028554.1	CP028554	89.738	53.6272	96	-	-	-	101	5
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	pVir_030666	NZ_CP027063.3	CP027063	236.161	50.4169	189	-	-	-	236	47
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP044049.1	CP044049	213.613	49.2798	176	-	-	-	205	29
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP044051.1	CP044051	282.877	46.2049	284	-	-	-	300	16
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP044052.1	CP044052	5.409	50.9336	7	-	-	-	8	1
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	p13450-1	NZ_CP026014.1	CP026014	344.479	47.3837	333	-	-	-	366	33
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	p13450-3	NZ_CP026015.1	CP026015	56.044	49.1453	63	-	-	-	71	8
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	p13450-2	NZ_CP026016.1	CP026016	109.205	50.603	120	-	-	-	131	11
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	p118_A	-	CP048380.1	244.254	53.4759	234	-	-	-	272	38
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	p118_B-OXA1	-	CP048381.1	164.79	52.8048	142	-	-	-	184	42
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP050957.1	CP050957	122.496	51.0433	130	-	-	-	138	8
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_JAAXYY000000000.1	JAAXYY000000000	6126	56.7907	5806	25	93	-	6163	357
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_JAAXYY010000001.1	-	119.66	49.0807	123	-	2	-	132	7
